Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,p,static(p),stressTensor_0,stressTensor_1,stressTensor_2,stressTensor_3,stressTensor_4,stressTensor_5,stressTensor_6,stressTensor_7,stressTensor_8,stressTensor_Magnitude,vtkValidPointMask
730,0,0,21.9,21.9,0.0136733,0.00429933,6.61267,6.61268,21.9,-9313.86,-9313.86,0.0148803,-0.0257718,-0.103457,-0.0257718,0.0295446,-0.0793152,-0.103457,-0.0793152,0.0295211,0.193088,1
731,0,0,21.93,21.93,0.0127185,0.00338483,6.67441,6.67442,21.93,-9315.3,-9315.3,0.0120876,-0.0337819,-0.105661,-0.0337819,0.0211364,-0.0605066,-0.105661,-0.0605066,0.0124443,0.180778,1
732,0,0,21.96,21.96,0.0116299,0.00286932,6.6549,6.65492,21.96,-9316.53,-9316.53,0.0113399,-0.0326365,-0.103629,-0.0326365,0.0147482,-0.0321437,-0.103629,-0.0321437,-0.00392664,0.161358,1
733,0,0,21.99,21.99,0.0104848,0.00243172,6.62528,6.62529,21.99,-9317.72,-9317.72,0.0107353,-0.0304117,-0.103826,-0.0304117,0.00868672,-0.00075771,-0.103826,-0.00075771,-0.0179749,0.154675,1
734,0,0,22.02,22.02,0.00974569,0.0018291,6.65393,6.65394,22.02,-9318.77,-9318.77,0.0119903,-0.0351596,-0.0877624,-0.0351596,0.00527563,-0.00949014,-0.0877624,-0.00949014,-0.00563614,0.135131,1
735,0,0,22.05,22.05,0.00903774,0.00124595,6.67491,6.67492,22.05,-9319.79,-9319.79,0.0120536,-0.0397304,-0.108052,-0.0397304,0.00250042,-0.0012877,-0.108052,-0.0012877,0.00438594,0.163345,1
736,0,0,22.08,22.08,0.00832517,0.00066822,6.67452,6.67453,22.08,-9320.73,-9320.73,0.0103506,-0.0431488,-0.183136,-0.0431488,0.0013096,0.0402222,-0.183136,0.0402222,0.0121094,0.272567,1
737,0,0,22.11,22.11,0.00744561,-0.000391887,6.66379,6.66379,22.11,-9321.71,-9321.71,0.0113653,-0.0447827,-0.16368,-0.0447827,-0.000459217,0.0694246,-0.16368,0.0694246,0.0301503,0.261288,1
738,0,0,22.14,22.14,0.00688677,-0.00152565,6.67131,6.67131,22.14,-9322.78,-9322.78,0.0111186,-0.0479883,-0.163905,-0.0479883,-0.00131307,-0.0162257,-0.163905,-0.0162257,0.0452719,0.247056,1
739,0,0,22.17,22.17,0.00694835,-0.00299123,6.66788,6.66788,22.17,-9323.89,-9323.89,0.00720211,-0.0503988,-0.188054,-0.0503988,-0.00435861,-0.0861948,-0.188054,-0.0861948,0.0748248,0.310382,1
740,0,0,22.2,22.2,0.00747663,-0.00516558,6.63123,6.63123,22.2,-9324.93,-9324.93,0.00240442,-0.0512074,-0.223678,-0.0512074,-0.011509,-0.024008,-0.223678,-0.024008,0.118368,0.34729,1
741,0,0,22.23,22.23,0.00827874,-0.00595725,6.58307,6.58308,22.23,-9326,-9326,-0.00078536,-0.0502048,-0.211774,-0.0502048,-0.0159795,-0.0633674,-0.211774,-0.0633674,0.143066,0.351415,1
742,0,0,22.26,22.26,0.00873204,-0.00634835,6.56865,6.56866,22.26,-9327.12,-9327.12,-0.00241267,-0.0499039,-0.181543,-0.0499039,-0.0190092,-0.113144,-0.181543,-0.113144,0.17074,0.354991,1
743,0,0,22.29,22.29,0.00818513,-0.00608968,6.65342,6.65343,22.29,-9328.36,-9328.36,-0.000462825,-0.0513109,-0.117871,-0.0513109,-0.0185295,-0.168888,-0.117871,-0.168888,0.213392,0.368753,1
744,0,0,22.32,22.32,0.00935431,-0.00656761,6.66169,6.6617,22.32,-9329.46,-9329.46,-0.00301263,-0.045359,-0.21774,-0.045359,-0.0145042,-0.193737,-0.21774,-0.193737,0.192857,0.459802,1
745,0,0,22.35,22.35,0.0104515,-0.00705465,6.67006,6.67007,22.35,-9330.54,-9330.54,-0.00568547,-0.0392818,-0.312652,-0.0392818,-0.0100571,-0.218787,-0.312652,-0.218787,0.172452,0.569384,1
746,0,0,22.38,22.38,0.0127354,-0.00513808,6.59305,6.59306,22.38,-9331.61,-9331.61,-0.0185549,-0.0322501,-0.377725,-0.0322501,-0.0119692,-0.200261,-0.377725,-0.200261,0.107444,0.616177,1
747,0,0,22.41,22.41,0.0152062,-0.00351753,6.57824,6.57826,22.41,-9332.67,-9332.67,-0.0245133,-0.0251837,-0.361126,-0.0251837,-0.013725,-0.174464,-0.361126,-0.174464,0.0562012,0.571766,1
748,0,0,22.44,22.44,0.0176876,-0.00254016,6.63464,6.63466,22.44,-9333.73,-9333.73,-0.0228994,-0.0177942,-0.278428,-0.0177942,-0.0146532,-0.145651,-0.278428,-0.145651,0.018978,0.446325,1
749,0,0,22.47,22.47,0.0201193,-0.00163397,6.68914,6.68917,22.47,-9334.78,-9334.78,-0.0211456,-0.0104488,-0.194211,-0.0104488,-0.0153165,-0.119182,-0.194211,-0.119182,-0.0182928,0.32416,1
750,0,0,22.5,22.5,0.0222985,-0.00109364,6.73409,6.73412,22.5,-9335.79,-9335.79,-0.0186894,-0.00330339,-0.102713,-0.00330339,-0.0146332,-0.104605,-0.102713,-0.104605,-0.0560165,0.21612,1
751,0,0,22.53,22.53,0.0243317,-0.00040842,6.76068,6.76073,22.53,-9336.83,-9336.83,-0.0168004,0.00303768,-0.01907,0.00303768,-0.012687,-0.0862463,-0.01907,-0.0862463,-0.0957825,0.158871,1
752,0,0,22.56,22.56,0.0227047,-0.000148663,6.75019,6.75023,22.56,-9337.93,-9337.93,-0.0180633,0.00915385,0.0359333,0.00915385,-0.00670625,-0.0686634,0.0359333,-0.0686634,-0.113767,0.159667,1
753,0,0,22.59,22.59,0.0192451,-0.00065474,6.68184,6.68187,22.59,-9338.97,-9338.97,-0.0178401,0.0154062,0.100711,0.0154062,0.00355517,-0.0467075,0.100711,-0.0467075,-0.108139,0.192739,1
754,0,0,22.62,22.62,0.015782,-0.00116585,6.61344,6.61346,22.62,-9340.01,-9340.01,-0.0176525,0.0216552,0.16554,0.0216552,0.0138116,-0.0246931,0.16554,-0.0246931,-0.102572,0.260745,1
755,0,0,22.65,22.65,0.0123183,-0.0016781,6.54503,6.54505,22.65,-9341.06,-9341.06,-0.0174732,0.0279029,0.230377,0.0279029,0.0240663,-0.00266642,0.230377,-0.00266642,-0.0970187,0.343534,1
756,0,0,22.68,22.68,0.00879455,-0.00231633,6.52285,6.52286,22.68,-9342.09,-9342.09,-0.0169873,0.0353494,0.260202,0.0353494,0.0324313,-0.0146013,0.260202,-0.0146013,-0.100144,0.386917,1
757,0,0,22.71,22.71,0.00515805,-0.00319333,6.58892,6.58893,22.71,-9343.09,-9343.09,-0.0159054,0.0450836,0.22318,0.0450836,0.0371899,-0.0913721,0.22318,-0.0913721,-0.119814,0.369287,1
758,0,0,22.74,22.74,0.00152305,-0.00406792,6.655,6.65501,22.74,-9344.1,-9344.1,-0.0148064,0.0548195,0.186146,0.0548195,0.041952,-0.168161,0.186146,-0.168161,-0.139453,0.391527,1
759,0,0,22.77,22.77,-0.00150995,-0.00447152,6.67562,6.67562,22.77,-9345.06,-9345.06,-0.0128477,0.0622859,0.145793,0.0622859,0.0514426,-0.181509,0.145793,-0.181509,-0.137481,0.371314,1
760,0,0,22.8,22.8,-0.00448726,-0.00461752,6.67575,6.67575,22.8,-9346.13,-9346.13,-0.0139828,0.0679217,0.109183,0.0679217,0.0607218,-0.176395,0.109183,-0.176395,-0.129799,0.340631,1
761,0,0,22.83,22.83,-0.00602503,-0.00587354,6.67746,6.67746,22.83,-9347.15,-9347.15,-0.014269,0.0652706,0.11507,0.0652706,0.0666212,-0.156761,0.11507,-0.156761,-0.113302,0.318795,1
762,0,0,22.86,22.86,-0.00756911,-0.00716024,6.67889,6.6789,22.86,-9348.17,-9348.17,-0.014986,0.0626945,0.127107,0.0626945,0.0725871,-0.135741,0.127107,-0.135741,-0.0966428,0.303081,1
763,0,0,22.89,22.89,-0.00917984,-0.00921099,6.64323,6.64324,22.89,-9349.34,-9349.34,-0.0174576,0.0531882,0.0877461,0.0531882,0.0706626,-0.0854364,0.0877461,-0.0854364,-0.0882091,0.220758,1
764,0,0,22.92,22.92,-0.0107814,-0.0112616,6.60882,6.60883,22.92,-9350.45,-9350.45,-0.0195519,0.0443457,0.0579641,0.0443457,0.0683425,-0.0145749,0.0579641,-0.0145749,-0.0811441,0.150715,1
765,0,0,22.95,22.95,-0.0123262,-0.0130175,6.60038,6.60041,22.95,-9351.54,-9351.54,-0.0219593,0.0366461,0.0477788,0.0366461,0.0668656,0.040997,0.0477788,0.040997,-0.0707802,0.143444,1
766,0,0,22.98,22.98,-0.0133709,-0.0143664,6.62631,6.62634,22.98,-9352.67,-9352.67,-0.0226052,0.030096,0.0599889,0.030096,0.0674022,0.0464793,0.0599889,0.0464793,-0.0493728,0.144296,1
767,0,0,23.01,23.01,-0.0141064,-0.0158586,6.63772,6.63775,23.01,-9353.83,-9353.83,-0.0210328,0.0227636,0.0544559,0.0227636,0.0680747,0.047939,0.0544559,0.047939,-0.0246474,0.13133,1
768,0,0,23.04,23.04,-0.0148482,-0.0173165,6.64954,6.64957,23.04,-9355.01,-9355.01,-0.0193571,0.0150195,0.0318583,0.0150195,0.0690535,0.0457448,0.0318583,0.0457448,0.00153667,0.108682,1
769,0,0,23.07,23.07,-0.0152141,-0.0176667,6.67796,6.678,23.07,-9356.19,-9356.19,-0.0197374,0.00793064,0.0821346,0.00793064,0.0678423,0.0514621,0.0821346,0.0514621,0.0263194,0.156842,1
770,0,0,23.1,23.1,-0.0148505,-0.0161287,6.69272,6.69275,23.1,-9357.21,-9357.21,-0.0212389,0.00345445,0.193298,0.00345445,0.0600681,0.0829484,0.193298,0.0829484,0.0383027,0.306659,1
771,0,0,23.13,23.13,-0.0146642,-0.0151421,6.68759,6.68762,23.13,-9358.18,-9358.18,-0.0181439,-0.00201108,0.164842,-0.00201108,0.0499238,0.114533,0.164842,0.114533,0.0472852,0.292655,1
772,0,0,23.16,23.16,-0.0151515,-0.0142517,6.66179,6.66182,23.16,-9359.13,-9359.13,-0.0134642,-0.0082941,0.101894,-0.0082941,0.0390328,0.151123,0.101894,0.151123,0.0546929,0.266973,1
773,0,0,23.19,23.19,-0.0160323,-0.0131895,6.62562,6.62565,23.19,-9360.05,-9360.05,-0.00806786,-0.0145245,0.0338641,-0.0145245,0.0280437,0.194378,0.0338641,0.194378,0.0576509,0.287152,1
774,0,0,23.22,23.22,-0.0169207,-0.0121372,6.5898,6.58983,23.22,-9360.97,-9360.97,-0.00254636,-0.0207795,-0.0351116,-0.0207795,0.0171119,0.239735,-0.0351116,0.239735,0.0599241,0.349522,1
775,0,0,23.25,23.25,-0.0178747,-0.0111695,6.59883,6.59887,23.25,-9362.01,-9362.01,0.00502291,-0.0286551,-0.0651676,-0.0286551,0.00908821,0.238322,-0.0651676,0.238322,0.0742419,0.359653,1
776,0,0,23.28,23.28,-0.0188846,-0.0102736,6.64737,6.6474,23.28,-9363.16,-9363.16,0.0143646,-0.0379542,-0.0605959,-0.0379542,0.00361651,0.19503,-0.0605959,0.19503,0.0993839,0.310475,1
777,0,0,23.31,23.31,-0.0198954,-0.00937907,6.69597,6.69601,23.31,-9364.31,-9364.31,0.0237223,-0.0472569,-0.0561072,-0.0472569,-0.0018458,0.151955,-0.0561072,0.151955,0.124452,0.27018,1
778,0,0,23.34,23.34,-0.0209099,-0.00848918,6.74487,6.74491,23.34,-9365.46,-9365.46,0.0331433,-0.0565763,-0.0519309,-0.0565763,-0.00727428,0.109687,-0.0519309,0.109687,0.149249,0.243484,1
779,0,0,23.37,23.37,-0.021638,-0.00784233,6.74163,6.74167,23.37,-9366.68,-9366.68,0.0419415,-0.0600067,-0.0359294,-0.0600067,-0.0183099,0.0469843,-0.0359294,0.0469843,0.16603,0.209425,1
780,0,0,23.4,23.4,-0.0209208,-0.00754169,6.70869,6.70872,23.4,-9367.7,-9367.7,0.0395357,-0.0532745,-0.0791247,-0.0532745,-0.0200902,0.0531784,-0.0791247,0.0531784,0.128149,0.20553,1
781,0,0,23.43,23.43,-0.0196843,-0.00697248,6.62081,6.62084,23.43,-9368.82,-9368.82,0.031246,-0.0424009,-0.116925,-0.0424009,-0.0211512,0.108718,-0.116925,0.108718,0.0815101,0.250291,1
782,0,0,23.46,23.46,-0.018773,-0.00648864,6.54516,6.54519,23.46,-9369.9,-9369.9,0.025114,-0.0320641,-0.157065,-0.0320641,-0.0226518,0.136924,-0.157065,0.136924,0.0286516,0.301424,1
783,0,0,23.49,23.49,-0.0182931,-0.00675113,6.50864,6.50867,23.49,-9370.98,-9370.98,0.0192891,-0.021188,-0.130764,-0.021188,-0.0265213,0.149116,-0.130764,0.149116,-0.0129962,0.284274,1
784,0,0,23.52,23.52,-0.0187647,-0.00808307,6.55342,6.55345,23.52,-9372.17,-9372.17,0.017867,-0.0113855,-0.0676338,-0.0113855,-0.0294895,0.109123,-0.0676338,0.109123,-0.0236813,0.187011,1
785,0,0,23.55,23.55,-0.01834,-0.00868637,6.55747,6.5575,23.55,-9373.52,-9373.52,0.0131354,-0.00168644,-0.0823048,-0.00168644,-0.0268122,0.133647,-0.0823048,0.133647,-0.0149293,0.224479,1
786,0,0,23.58,23.58,-0.018664,-0.00786988,6.52788,6.52792,23.58,-9374.64,-9374.64,0.0160757,0.00390712,-0.118974,0.00390712,-0.0193996,0.161748,-0.118974,0.161748,0.00170011,0.285137,1
787,0,0,23.61,23.61,-0.0188838,-0.00928592,6.60049,6.60052,23.61,-9375.7,-9375.7,0.0135061,0.0121316,-0.0857174,0.0121316,-0.0120981,-0.00204629,-0.0857174,-0.00204629,0.0709764,0.142703,1
788,0,0,23.64,23.64,-0.0191034,-0.0107018,6.67309,6.67313,23.64,-9376.76,-9376.76,0.0109364,0.0203551,-0.0525342,0.0203551,-0.00479901,-0.165781,-0.0525342,-0.165781,0.140204,0.284806,1
789,0,0,23.67,23.67,-0.0193176,-0.0120976,6.74414,6.74418,23.67,-9377.82,-9377.82,0.00840392,0.028521,-0.0188145,0.028521,0.00239026,-0.328324,-0.0188145,-0.328324,0.208357,0.51129,1
790,0,0,23.7,23.7,-0.0185852,-0.0128911,6.75403,6.75407,23.7,-9378.82,-9378.82,0.00548473,0.0347073,0.0116525,0.0347073,0.00623681,-0.432976,0.0116525,-0.432976,0.241918,0.660462,1
791,0,0,23.73,23.73,-0.0173374,-0.0123576,6.71429,6.71433,23.73,-9379.88,-9379.88,-0.00175742,0.0373115,0.00815595,0.0373115,0.00517166,-0.35152,0.00815595,-0.35152,0.229134,0.550074,1
792,0,0,23.76,23.76,-0.0161322,-0.0117282,6.66873,6.66876,23.76,-9380.93,-9380.93,-0.00932202,0.0395877,0.00424583,0.0395877,0.00334269,-0.257668,0.00424583,-0.257668,0.210704,0.424794,1
793,0,0,23.79,23.79,-0.0149225,-0.0111114,6.623,6.62303,23.79,-9381.99,-9381.99,-0.0168656,0.0418745,0.000690736,0.0418745,0.00148283,-0.164882,0.000690736,-0.164882,0.192145,0.308361,1
794,0,0,23.82,23.82,-0.0137115,-0.0104982,6.57724,6.57727,23.82,-9383.04,-9383.04,-0.0244026,0.0441643,-0.00276058,0.0441643,-0.000385922,-0.0724133,-0.00276058,-0.0724133,0.173549,0.212411,1
795,0,0,23.85,23.85,-0.0119791,-0.0103763,6.56345,6.56347,23.85,-9384.2,-9384.2,-0.0311325,0.0468162,-0.011854,0.0468162,0.00147063,0.013691,-0.011854,0.013691,0.172373,0.189006,1
796,0,0,23.88,23.88,-0.00994211,-0.010134,6.57387,6.57388,23.88,-9385.38,-9385.38,-0.0346839,0.0483536,0.0260349,0.0483536,0.00557468,0.0712206,0.0260349,0.0712206,0.176065,0.220021,1
797,0,0,23.91,23.91,-0.00827719,-0.00963055,6.58365,6.58366,23.91,-9386.38,-9386.38,-0.0360025,0.0473234,0.1119,0.0473234,0.00735423,0.107226,0.1119,0.107226,0.157177,0.280307,1
798,0,0,23.94,23.94,-0.00661205,-0.00912638,6.59358,6.59359,23.94,-9387.37,-9387.37,-0.0373171,0.0463085,0.197014,0.0463085,0.00915946,0.143096,0.197014,0.143096,0.138532,0.378865,1
799,0,0,23.97,23.97,-0.0048075,-0.00809591,6.59233,6.59234,23.97,-9388.36,-9388.36,-0.0384993,0.0463961,0.26869,0.0463961,0.0120975,0.152626,0.26869,0.152626,0.122502,0.460347,1
800,0,0,24,24,-0.00311551,-0.00586598,6.59218,6.59218,24,-9389.36,-9389.36,-0.0396247,0.0462082,0.257706,0.0462082,0.0162933,0.125323,0.257706,0.125323,0.095804,0.423699,1
801,0,0,24.03,24.03,-0.00175245,-0.00389075,6.64437,6.64437,24.03,-9390.47,-9390.47,-0.0396326,0.0426305,0.178346,0.0426305,0.0194999,0.116278,0.178346,0.116278,0.048723,0.314031,1
802,0,0,24.06,24.06,-0.000389495,-0.00191567,6.69657,6.69657,24.06,-9391.59,-9391.59,-0.0396405,0.0390528,0.0989899,0.0390528,0.0227063,0.107239,0.0989899,0.107239,0.00164411,0.218491,1
803,0,0,24.09,24.09,0.000973458,5.94866e-05,6.74877,6.74877,24.09,-9392.71,-9392.71,-0.0396486,0.0354742,0.0196213,0.0354742,0.0259126,0.0982226,0.0196213,0.0982226,-0.0454411,0.163983,1
804,0,0,24.12,24.12,0.00233546,0.00202535,6.77805,6.77805,24.12,-9393.82,-9393.82,-0.0401158,0.0322491,-0.0484885,0.0322491,0.0298624,0.0749077,-0.0484885,0.0749077,-0.0906814,0.169496,1
805,0,0,24.15,24.15,0.00279332,0.00404058,6.75556,6.75556,24.15,-9394.78,-9394.78,-0.0311589,0.0286316,-0.0895311,0.0286316,0.0257324,0.0653635,-0.0895311,0.0653635,-0.075312,0.183087,1
806,0,0,24.18,24.18,0.00259251,0.0063401,6.70662,6.70662,24.18,-9395.75,-9395.75,-0.0223491,0.0259038,-0.113896,0.0259038,0.0204181,0.0531273,-0.113896,0.0531273,-0.0503046,0.190732,1
807,0,0,24.21,24.21,0.0024512,0.00872344,6.65619,6.6562,24.21,-9396.76,-9396.76,-0.0133776,0.0227679,-0.130342,0.0227679,0.0154019,0.038726,-0.130342,0.038726,-0.0259975,0.197753,1
808,0,0,24.24,24.24,0.00231135,0.0111079,6.60573,6.60574,24.24,-9397.77,-9397.77,-0.00440618,0.019637,-0.146707,0.019637,0.0103943,0.0243659,-0.146707,0.0243659,-0.0016744,0.212449,1
809,0,0,24.27,24.27,0.00217208,0.0134926,6.55525,6.55526,24.27,-9398.78,-9398.78,0.00456496,0.0165081,-0.163038,0.0165081,0.00539024,0.0100223,-0.163038,0.0100223,0.0226544,0.233392,1
810,0,0,24.3,24.3,0.00117868,0.0164344,6.57135,6.57137,24.3,-9399.85,-9399.85,0.01314,0.0115685,-0.163901,0.0115685,0.00294527,-0.00734896,-0.163901,-0.00734896,0.058438,0.240206,1
811,0,0,24.33,24.33,-0.000257834,0.0196494,6.62135,6.62138,24.33,-9400.96,-9400.96,0.0215218,0.0056714,-0.15766,0.0056714,0.00171511,-0.0266014,-0.15766,-0.0266014,0.0998798,0.248264,1
812,0,0,24.36,24.36,-0.00171374,0.0228353,6.67119,6.67123,24.36,-9402.08,-9402.08,0.0299243,-0.000313711,-0.153493,-0.000313711,0.000246842,-0.0467385,-0.153493,-0.0467385,0.140826,0.268732,1
813,0,0,24.39,24.39,-0.00262838,0.0248222,6.6709,6.67095,24.39,-9403.37,-9403.37,0.0383338,-0.00441181,-0.081695,-0.00441181,-0.00788272,-0.0829602,-0.081695,-0.0829602,0.171834,0.241268,1
814,0,0,24.42,24.42,-0.00223956,0.0245425,6.68175,6.68179,24.42,-9404.33,-9404.33,0.0429902,-0.00626798,-0.121406,-0.00626798,-0.0127792,-0.15051,-0.121406,-0.15051,0.166915,0.323629,1
815,0,0,24.45,24.45,-0.00180099,0.0241839,6.69161,6.69165,24.45,-9405.28,-9405.28,0.0459191,-0.00836064,-0.143336,-0.00836064,-0.0166031,-0.206501,-0.143336,-0.206501,0.160735,0.393364,1
816,0,0,24.48,24.48,0.000893036,0.0216084,6.65288,6.65292,24.48,-9406.37,-9406.37,0.0366909,-0.00763007,-0.111593,-0.00763007,-0.0144311,-0.186623,-0.111593,-0.186623,0.131785,0.337047,1
817,0,0,24.51,24.51,0.00403871,0.0188427,6.59683,6.59686,24.51,-9407.5,-9407.5,0.027328,-0.00665952,-0.0890256,-0.00665952,-0.0116716,-0.156911,-0.0890256,-0.156911,0.0992646,0.275533,1
818,0,0,24.54,24.54,0.00717495,0.0159747,6.54159,6.54161,24.54,-9408.63,-9408.63,0.0183402,-0.0056294,-0.0732848,-0.0056294,-0.00891999,-0.131856,-0.0732848,-0.131856,0.0652654,0.22417,1
819,0,0,24.57,24.57,0.00955959,0.0127708,6.57031,6.57032,24.57,-9409.79,-9409.79,0.0108327,-0.0124695,-0.0680039,-0.0124695,-0.00916868,-0.109253,-0.0680039,-0.109253,0.0409131,0.187904,1
820,0,0,24.6,24.6,0.0113929,0.00957337,6.6116,6.61162,24.6,-9410.92,-9410.92,0.00766474,-0.0182119,-0.0692078,-0.0182119,-0.0104354,-0.0992302,-0.0692078,-0.0992302,0.020352,0.174694,1
821,0,0,24.63,24.63,0.0131047,0.00657151,6.60885,6.60887,24.63,-9411.98,-9411.98,0.00835899,-0.0173067,-0.0762088,-0.0173067,-0.0106473,-0.0970799,-0.0762088,-0.0970799,-0.00330336,0.176799,1
822,0,0,24.66,24.66,0.0143781,0.0035721,6.58805,6.58807,24.66,-9413.03,-9413.03,0.00922814,-0.0145382,-0.10103,-0.0145382,-0.0119927,-0.0885837,-0.10103,-0.0885837,-0.0248686,0.193335,1
823,0,0,24.69,24.69,0.0145674,0.000551317,6.51613,6.51614,24.69,-9414.07,-9414.07,0.0163293,-0.00434964,-0.158154,-0.00434964,-0.018414,-0.108651,-0.158154,-0.108651,-0.0437121,0.276025,1
824,0,0,24.72,24.72,0.0161812,-0.00191718,6.57606,6.57608,24.72,-9415.13,-9415.13,0.0296509,-0.00480436,-0.142813,-0.00480436,-0.0171383,-0.118619,-0.142813,-0.118619,-0.058952,0.271342,1
825,0,0,24.75,24.75,0.0177939,-0.00438556,6.636,6.63603,24.75,-9416.18,-9416.18,0.0429668,-0.00526171,-0.127512,-0.00526171,-0.01586,-0.128508,-0.127512,-0.128508,-0.074176,0.270559,1
826,0,0,24.78,24.78,0.0194027,-0.00685306,6.69594,6.69597,24.78,-9417.24,-9417.24,0.0562624,-0.005727,-0.112335,-0.005727,-0.0145741,-0.138155,-0.112335,-0.138155,-0.0893486,0.273566,1
827,0,0,24.81,24.81,0.0209817,-0.00931355,6.75587,6.75591,24.81,-9418.29,-9418.29,0.0693989,-0.00625459,-0.0981335,-0.00625459,-0.0132285,-0.145902,-0.0981335,-0.145902,-0.104117,0.278827,1
828,0,0,24.84,24.84,0.0209193,-0.00994022,6.76076,6.7608,24.84,-9419.36,-9419.36,0.074073,-0.00593604,-0.0794765,-0.00593604,-0.0128692,-0.172308,-0.0794765,-0.172308,-0.102544,0.297071,1
829,0,0,24.87,24.87,0.0183968,-0.00898541,6.72391,6.72394,24.87,-9420.39,-9420.39,0.0699548,-0.00578006,-0.0541244,-0.00578006,-0.00927262,-0.165395,-0.0541244,-0.165395,-0.081227,0.268726,1
830,0,0,24.9,24.9,0.0156058,-0.00804661,6.67748,6.67751,24.9,-9421.44,-9421.44,0.0649253,-0.0052697,-0.0341647,-0.0052697,-0.00588665,-0.157351,-0.0341647,-0.157351,-0.0590505,0.244224,1
831,0,0,24.93,24.93,0.0128131,-0.00710714,6.63107,6.63109,24.93,-9422.49,-9422.49,0.0598958,-0.00475777,-0.0140635,-0.00475777,-0.00249619,-0.149121,-0.0140635,-0.149121,-0.0368752,0.223313,1
832,0,0,24.96,24.96,0.01002,-0.00616754,6.58467,6.58468,24.96,-9423.54,-9423.54,0.0548667,-0.00424537,0.00608244,-0.00424537,0.000895459,-0.140832,0.00608244,-0.140832,-0.0147021,0.207376,1
833,0,0,24.99,24.99,0.00722658,-0.00522779,6.53827,6.53827,24.99,-9424.59,-9424.59,0.0498374,-0.00373271,0.0262503,-0.00373271,0.00428795,-0.132515,0.0262503,-0.132515,0.00747204,0.197698,1
834,0,0,25.02,25.02,0.00506731,-0.00407161,6.5841,6.58411,25.02,-9425.67,-9425.67,0.0499015,0.00125852,0.00689505,0.00125852,0.00882472,-0.0822159,0.00689505,-0.0822159,0.0339304,0.131668,1
835,0,0,25.05,25.05,0.00291705,-0.00291356,6.63099,6.63099,25.05,-9426.76,-9426.76,0.0500246,0.00629997,-0.0130543,0.00629997,0.0133703,-0.0316114,-0.0130543,-0.0316114,0.0604394,0.093557,1
836,0,0,25.08,25.08,0.000770117,-0.00175677,6.67783,6.67783,25.08,-9427.84,-9427.84,0.0501471,0.0113383,-0.033318,0.0113383,0.0179067,0.0185839,-0.033318,0.0185839,0.0869558,0.116468,1
837,0,0,25.11,25.11,-0.00131115,-0.000643248,6.71854,6.71854,25.11,-9428.91,-9428.91,0.0497326,0.0160695,-0.0593662,0.0160695,0.0219859,0.0623159,-0.0593662,0.0623159,0.113862,0.176785,1
838,0,0,25.14,25.14,-0.00291133,0.000391913,6.71954,6.71955,25.14,-9429.94,-9429.94,0.0463915,0.0188401,-0.0836617,0.0188401,0.0263396,0.0654599,-0.0836617,0.0654599,0.137504,0.212207,1
839,0,0,25.17,25.17,-0.00298734,-0.000161639,6.69581,6.69581,25.17,-9431,-9431,0.0430574,0.0169579,-0.0220406,0.0169579,0.0323069,0.172409,-0.0220406,0.172409,0.153288,0.29562,1
840,0,0,25.2,25.2,-0.00248687,-0.00162261,6.68983,6.68983,25.2,-9432.13,-9432.13,0.0405659,0.0146257,-0.062161,0.0146257,0.0287188,0.0931064,-0.062161,0.0931064,0.140968,0.218714,1
841,0,0,25.23,25.23,-0.00226762,-0.00273585,6.63817,6.63817,25.23,-9433.25,-9433.25,0.0393516,0.0104411,-0.0631154,0.0104411,0.027274,0.104123,-0.0631154,0.104123,0.113796,0.212392,1
842,0,0,25.26,25.26,-0.00205858,-0.00383854,6.58425,6.58426,25.26,-9434.36,-9434.36,0.0381936,0.00622531,-0.0593215,0.00622531,0.0260476,0.121872,-0.0593215,0.121872,0.0866386,0.215556,1
843,0,0,25.29,25.29,-0.001768,-0.00491817,6.53757,6.53757,25.29,-9435.46,-9435.46,0.0366156,0.00220076,-0.0553641,0.00220076,0.0248681,0.13706,-0.0553641,0.13706,0.0592923,0.221779,1
844,0,0,25.32,25.32,-0.00031805,-0.00564926,6.59578,6.59578,25.32,-9436.6,-9436.6,0.0288689,0.000919884,-0.0546339,0.000919884,0.0242162,0.116599,-0.0546339,0.116599,0.0278835,0.188042,1
845,0,0,25.35,25.35,0.00113302,-0.00638108,6.65398,6.65398,25.35,-9437.74,-9437.74,0.0211257,-0.00035982,-0.0536359,-0.00035982,0.0235715,0.096069,-0.0536359,0.096069,-0.00346342,0.158828,1
846,0,0,25.38,25.38,0.0025866,-0.00711463,6.71217,6.71217,25.38,-9438.87,-9438.87,0.0133932,-0.00163628,-0.0519613,-0.00163628,0.0229452,0.0753676,-0.0519613,0.0753676,-0.0346473,0.136646,1
847,0,0,25.41,25.41,0.00405083,-0.00785541,6.77033,6.77034,25.41,-9440,-9440,0.00570135,-0.00289999,-0.0475375,-0.00289999,0.0223934,0.0539656,-0.0475375,0.0539656,-0.0651784,0.123058,1
848,0,0,25.44,25.44,0.00511027,-0.00858612,6.79393,6.79393,25.44,-9441.15,-9441.15,0.00136855,-0.00719444,-0.0427525,-0.00719444,0.022377,0.036969,-0.0427525,0.036969,-0.0956028,0.127024,1
